// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:17 (17.11 sec)   *****
// Found 8 benchmarks:
//   BenchMarkDto.Min: .NET 6.0(Runtime=.NET 6.0) [Size=100]
//   BenchMarkDto.Max: .NET 6.0(Runtime=.NET 6.0) [Size=100]
//   BenchMarkDto.Average: .NET 6.0(Runtime=.NET 6.0) [Size=100]
//   BenchMarkDto.Sum: .NET 6.0(Runtime=.NET 6.0) [Size=100]
//   BenchMarkDto.Min: .NET 7.0(Runtime=.NET 7.0) [Size=100]
//   BenchMarkDto.Max: .NET 7.0(Runtime=.NET 7.0) [Size=100]
//   BenchMarkDto.Average: .NET 7.0(Runtime=.NET 7.0) [Size=100]
//   BenchMarkDto.Sum: .NET 7.0(Runtime=.NET 7.0) [Size=100]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// Execute: dotnet 04925cf5-ea13-485b-aa47-4a1dc949174e.dll --anonymousPipes 1488 1496 --benchmarkName "LinqPerformance.BenchMarkDto.Sum(Size: 100)" --job ".NET 6.0" --benchmarkId 3 in D:\Lessons\DotNetDos\LinqPerformance\bin\Release\net6.0\04925cf5-ea13-485b-aa47-4a1dc949174e\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.18 (6.0.1823.26907), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: .NET 6.0

OverheadJitting  1: 1 op, 175600.00 ns, 175.6000 us/op
WorkloadJitting  1: 1 op, 327200.00 ns, 327.2000 us/op

OverheadJitting  2: 16 op, 305400.00 ns, 19.0875 us/op
WorkloadJitting  2: 16 op, 320800.00 ns, 20.0500 us/op

WorkloadPilot    1: 16 op, 9300.00 ns, 581.2500 ns/op
WorkloadPilot    2: 32 op, 16400.00 ns, 512.5000 ns/op
WorkloadPilot    3: 64 op, 29700.00 ns, 464.0625 ns/op
WorkloadPilot    4: 128 op, 56600.00 ns, 442.1875 ns/op
WorkloadPilot    5: 256 op, 112900.00 ns, 441.0156 ns/op
WorkloadPilot    6: 512 op, 227600.00 ns, 444.5312 ns/op
WorkloadPilot    7: 1024 op, 463500.00 ns, 452.6367 ns/op
WorkloadPilot    8: 2048 op, 870600.00 ns, 425.0977 ns/op
WorkloadPilot    9: 4096 op, 1910100.00 ns, 466.3330 ns/op
WorkloadPilot   10: 8192 op, 3901100.00 ns, 476.2085 ns/op
WorkloadPilot   11: 16384 op, 7785400.00 ns, 475.1831 ns/op
WorkloadPilot   12: 32768 op, 14829700.00 ns, 452.5665 ns/op
WorkloadPilot   13: 65536 op, 31022500.00 ns, 473.3658 ns/op
WorkloadPilot   14: 131072 op, 65391300.00 ns, 498.8960 ns/op
WorkloadPilot   15: 262144 op, 87441100.00 ns, 333.5613 ns/op
WorkloadPilot   16: 524288 op, 186682700.00 ns, 356.0690 ns/op
WorkloadPilot   17: 1048576 op, 377518600.00 ns, 360.0298 ns/op
WorkloadPilot   18: 2097152 op, 715288700.00 ns, 341.0762 ns/op

OverheadWarmup   1: 2097152 op, 3281400.00 ns, 1.5647 ns/op
OverheadWarmup   2: 2097152 op, 2968500.00 ns, 1.4155 ns/op
OverheadWarmup   3: 2097152 op, 3032500.00 ns, 1.4460 ns/op
OverheadWarmup   4: 2097152 op, 2952800.00 ns, 1.4080 ns/op
OverheadWarmup   5: 2097152 op, 3049900.00 ns, 1.4543 ns/op
OverheadWarmup   6: 2097152 op, 3002200.00 ns, 1.4316 ns/op

OverheadActual   1: 2097152 op, 2989300.00 ns, 1.4254 ns/op
OverheadActual   2: 2097152 op, 2999200.00 ns, 1.4301 ns/op
OverheadActual   3: 2097152 op, 3027700.00 ns, 1.4437 ns/op
OverheadActual   4: 2097152 op, 2888400.00 ns, 1.3773 ns/op
OverheadActual   5: 2097152 op, 2911700.00 ns, 1.3884 ns/op
OverheadActual   6: 2097152 op, 3577200.00 ns, 1.7057 ns/op
OverheadActual   7: 2097152 op, 3205100.00 ns, 1.5283 ns/op
OverheadActual   8: 2097152 op, 3075700.00 ns, 1.4666 ns/op
OverheadActual   9: 2097152 op, 3096300.00 ns, 1.4764 ns/op
OverheadActual  10: 2097152 op, 3090500.00 ns, 1.4737 ns/op
OverheadActual  11: 2097152 op, 3270600.00 ns, 1.5595 ns/op
OverheadActual  12: 2097152 op, 3020900.00 ns, 1.4405 ns/op
OverheadActual  13: 2097152 op, 2890400.00 ns, 1.3783 ns/op
OverheadActual  14: 2097152 op, 2871600.00 ns, 1.3693 ns/op
OverheadActual  15: 2097152 op, 3529200.00 ns, 1.6829 ns/op

WorkloadWarmup   1: 2097152 op, 730416600.00 ns, 348.2898 ns/op
WorkloadWarmup   2: 2097152 op, 739776300.00 ns, 352.7528 ns/op
WorkloadWarmup   3: 2097152 op, 741725900.00 ns, 353.6825 ns/op
WorkloadWarmup   4: 2097152 op, 731299300.00 ns, 348.7107 ns/op
WorkloadWarmup   5: 2097152 op, 740807700.00 ns, 353.2446 ns/op
WorkloadWarmup   6: 2097152 op, 758084100.00 ns, 361.4827 ns/op
WorkloadWarmup   7: 2097152 op, 737558200.00 ns, 351.6952 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 789184100.00 ns, 376.3123 ns/op
WorkloadActual   2: 2097152 op, 764202600.00 ns, 364.4002 ns/op
WorkloadActual   3: 2097152 op, 699625900.00 ns, 333.6076 ns/op
WorkloadActual   4: 2097152 op, 755959300.00 ns, 360.4695 ns/op
WorkloadActual   5: 2097152 op, 752777500.00 ns, 358.9523 ns/op
WorkloadActual   6: 2097152 op, 727313300.00 ns, 346.8100 ns/op
WorkloadActual   7: 2097152 op, 738328800.00 ns, 352.0626 ns/op
WorkloadActual   8: 2097152 op, 757264200.00 ns, 361.0917 ns/op
WorkloadActual   9: 2097152 op, 753196700.00 ns, 359.1522 ns/op
WorkloadActual  10: 2097152 op, 754426300.00 ns, 359.7385 ns/op
WorkloadActual  11: 2097152 op, 728834700.00 ns, 347.5355 ns/op
WorkloadActual  12: 2097152 op, 702582400.00 ns, 335.0174 ns/op
WorkloadActual  13: 2097152 op, 701734000.00 ns, 334.6128 ns/op
WorkloadActual  14: 2097152 op, 701185400.00 ns, 334.3513 ns/op
WorkloadActual  15: 2097152 op, 740798500.00 ns, 353.2403 ns/op
WorkloadActual  16: 2097152 op, 753250300.00 ns, 359.1777 ns/op
WorkloadActual  17: 2097152 op, 751759800.00 ns, 358.4670 ns/op
WorkloadActual  18: 2097152 op, 757289800.00 ns, 361.1039 ns/op
WorkloadActual  19: 2097152 op, 762836400.00 ns, 363.7487 ns/op
WorkloadActual  20: 2097152 op, 745748400.00 ns, 355.6005 ns/op
WorkloadActual  21: 2097152 op, 731642800.00 ns, 348.8745 ns/op
WorkloadActual  22: 2097152 op, 737289700.00 ns, 351.5671 ns/op
WorkloadActual  23: 2097152 op, 731778100.00 ns, 348.9390 ns/op
WorkloadActual  24: 2097152 op, 742160800.00 ns, 353.8898 ns/op
WorkloadActual  25: 2097152 op, 761774300.00 ns, 363.2423 ns/op
WorkloadActual  26: 2097152 op, 764411200.00 ns, 364.4997 ns/op
WorkloadActual  27: 2097152 op, 727982000.00 ns, 347.1289 ns/op
WorkloadActual  28: 2097152 op, 744433700.00 ns, 354.9736 ns/op
WorkloadActual  29: 2097152 op, 744029100.00 ns, 354.7807 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 786156400.00 ns, 374.8686 ns/op
WorkloadResult   2: 2097152 op, 761174900.00 ns, 362.9565 ns/op
WorkloadResult   3: 2097152 op, 696598200.00 ns, 332.1639 ns/op
WorkloadResult   4: 2097152 op, 752931600.00 ns, 359.0258 ns/op
WorkloadResult   5: 2097152 op, 749749800.00 ns, 357.5086 ns/op
WorkloadResult   6: 2097152 op, 724285600.00 ns, 345.3663 ns/op
WorkloadResult   7: 2097152 op, 735301100.00 ns, 350.6189 ns/op
WorkloadResult   8: 2097152 op, 754236500.00 ns, 359.6480 ns/op
WorkloadResult   9: 2097152 op, 750169000.00 ns, 357.7085 ns/op
WorkloadResult  10: 2097152 op, 751398600.00 ns, 358.2948 ns/op
WorkloadResult  11: 2097152 op, 725807000.00 ns, 346.0917 ns/op
WorkloadResult  12: 2097152 op, 699554700.00 ns, 333.5737 ns/op
WorkloadResult  13: 2097152 op, 698706300.00 ns, 333.1691 ns/op
WorkloadResult  14: 2097152 op, 698157700.00 ns, 332.9075 ns/op
WorkloadResult  15: 2097152 op, 737770800.00 ns, 351.7965 ns/op
WorkloadResult  16: 2097152 op, 750222600.00 ns, 357.7340 ns/op
WorkloadResult  17: 2097152 op, 748732100.00 ns, 357.0233 ns/op
WorkloadResult  18: 2097152 op, 754262100.00 ns, 359.6602 ns/op
WorkloadResult  19: 2097152 op, 759808700.00 ns, 362.3050 ns/op
WorkloadResult  20: 2097152 op, 742720700.00 ns, 354.1568 ns/op
WorkloadResult  21: 2097152 op, 728615100.00 ns, 347.4308 ns/op
WorkloadResult  22: 2097152 op, 734262000.00 ns, 350.1234 ns/op
WorkloadResult  23: 2097152 op, 728750400.00 ns, 347.4953 ns/op
WorkloadResult  24: 2097152 op, 739133100.00 ns, 352.4461 ns/op
WorkloadResult  25: 2097152 op, 758746600.00 ns, 361.7986 ns/op
WorkloadResult  26: 2097152 op, 761383500.00 ns, 363.0559 ns/op
WorkloadResult  27: 2097152 op, 724954300.00 ns, 345.6851 ns/op
WorkloadResult  28: 2097152 op, 741406000.00 ns, 353.5299 ns/op
WorkloadResult  29: 2097152 op, 741001400.00 ns, 353.3370 ns/op
// GC:  5 0 0 67109408 2097152
// Threading:  0 0 2097152

// AfterAll
// Benchmark Process 22660 has exited with code 0.

Mean = 352.465 ns, StdErr = 1.895 ns (0.54%), N = 29, StdDev = 10.203 ns
Min = 332.164 ns, Q1 = 347.431 ns, Median = 353.530 ns, Q3 = 359.026 ns, Max = 374.869 ns
IQR = 11.595 ns, LowerFence = 330.038 ns, UpperFence = 376.418 ns
ConfidenceInterval = [345.504 ns; 359.426 ns] (CI 99.9%), Margin = 6.961 ns (1.97% of Mean)
Skewness = -0.45, Kurtosis = 2.85, MValue = 2

// ** Remained 4 (50.0%) benchmark(s) to run. Estimated finish 2023-06-28 20:39 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchMarkDto.Min: .NET 7.0(Runtime=.NET 7.0) [Size=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 1acf099e-f6d3-4024-ba99-033977271465.dll --anonymousPipes 1404 1508 --benchmarkName "LinqPerformance.BenchMarkDto.Min(Size: 100)" --job ".NET 7.0" --benchmarkId 0 in D:\Lessons\DotNetDos\LinqPerformance\bin\Release\net6.0\1acf099e-f6d3-4024-ba99-033977271465\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.7 (7.0.723.27404), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: .NET 7.0

OverheadJitting  1: 1 op, 193000.00 ns, 193.0000 us/op
WorkloadJitting  1: 1 op, 1004900.00 ns, 1.0049 ms/op

OverheadJitting  2: 16 op, 306200.00 ns, 19.1375 us/op
WorkloadJitting  2: 16 op, 306000.00 ns, 19.1250 us/op

WorkloadPilot    1: 16 op, 10300.00 ns, 643.7500 ns/op
WorkloadPilot    2: 32 op, 20100.00 ns, 628.1250 ns/op
WorkloadPilot    3: 64 op, 37100.00 ns, 579.6875 ns/op
WorkloadPilot    4: 128 op, 67900.00 ns, 530.4688 ns/op
WorkloadPilot    5: 256 op, 132800.00 ns, 518.7500 ns/op
WorkloadPilot    6: 512 op, 268100.00 ns, 523.6328 ns/op
WorkloadPilot    7: 1024 op, 554900.00 ns, 541.8945 ns/op
WorkloadPilot    8: 2048 op, 1082400.00 ns, 528.5156 ns/op
WorkloadPilot    9: 4096 op, 2204600.00 ns, 538.2324 ns/op
WorkloadPilot   10: 8192 op, 4433900.00 ns, 541.2476 ns/op
WorkloadPilot   11: 16384 op, 8738600.00 ns, 533.3618 ns/op
WorkloadPilot   12: 32768 op, 17480500.00 ns, 533.4625 ns/op
WorkloadPilot   13: 65536 op, 36413400.00 ns, 555.6244 ns/op
WorkloadPilot   14: 131072 op, 75934100.00 ns, 579.3312 ns/op
WorkloadPilot   15: 262144 op, 68541600.00 ns, 261.4655 ns/op
WorkloadPilot   16: 524288 op, 8036800.00 ns, 15.3290 ns/op
WorkloadPilot   17: 1048576 op, 16100900.00 ns, 15.3550 ns/op
WorkloadPilot   18: 2097152 op, 32057600.00 ns, 15.2863 ns/op
WorkloadPilot   19: 4194304 op, 63555900.00 ns, 15.1529 ns/op
WorkloadPilot   20: 8388608 op, 117051800.00 ns, 13.9537 ns/op
WorkloadPilot   21: 16777216 op, 252606300.00 ns, 15.0565 ns/op
WorkloadPilot   22: 33554432 op, 500265900.00 ns, 14.9091 ns/op

OverheadWarmup   1: 33554432 op, 64657300.00 ns, 1.9269 ns/op
OverheadWarmup   2: 33554432 op, 65714100.00 ns, 1.9584 ns/op
OverheadWarmup   3: 33554432 op, 65262000.00 ns, 1.9450 ns/op
OverheadWarmup   4: 33554432 op, 52090300.00 ns, 1.5524 ns/op
OverheadWarmup   5: 33554432 op, 45696500.00 ns, 1.3619 ns/op
OverheadWarmup   6: 33554432 op, 46006500.00 ns, 1.3711 ns/op
OverheadWarmup   7: 33554432 op, 45946900.00 ns, 1.3693 ns/op

OverheadActual   1: 33554432 op, 45913600.00 ns, 1.3683 ns/op
OverheadActual   2: 33554432 op, 45853500.00 ns, 1.3665 ns/op
OverheadActual   3: 33554432 op, 46215500.00 ns, 1.3773 ns/op
OverheadActual   4: 33554432 op, 45857600.00 ns, 1.3667 ns/op
OverheadActual   5: 33554432 op, 46025400.00 ns, 1.3717 ns/op
OverheadActual   6: 33554432 op, 50935600.00 ns, 1.5180 ns/op
OverheadActual   7: 33554432 op, 46699800.00 ns, 1.3918 ns/op
OverheadActual   8: 33554432 op, 46367200.00 ns, 1.3819 ns/op
OverheadActual   9: 33554432 op, 46751600.00 ns, 1.3933 ns/op
OverheadActual  10: 33554432 op, 46432300.00 ns, 1.3838 ns/op
OverheadActual  11: 33554432 op, 46400300.00 ns, 1.3828 ns/op
OverheadActual  12: 33554432 op, 46287500.00 ns, 1.3795 ns/op
OverheadActual  13: 33554432 op, 46233400.00 ns, 1.3779 ns/op
OverheadActual  14: 33554432 op, 46250100.00 ns, 1.3784 ns/op
OverheadActual  15: 33554432 op, 46342400.00 ns, 1.3811 ns/op

WorkloadWarmup   1: 33554432 op, 513047400.00 ns, 15.2900 ns/op
WorkloadWarmup   2: 33554432 op, 537129900.00 ns, 16.0077 ns/op
WorkloadWarmup   3: 33554432 op, 532103400.00 ns, 15.8579 ns/op
WorkloadWarmup   4: 33554432 op, 508318100.00 ns, 15.1491 ns/op
WorkloadWarmup   5: 33554432 op, 510007200.00 ns, 15.1994 ns/op
WorkloadWarmup   6: 33554432 op, 524065400.00 ns, 15.6184 ns/op
WorkloadWarmup   7: 33554432 op, 507134500.00 ns, 15.1138 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 501124800.00 ns, 14.9347 ns/op
WorkloadActual   2: 33554432 op, 508466800.00 ns, 15.1535 ns/op
WorkloadActual   3: 33554432 op, 526833100.00 ns, 15.7008 ns/op
WorkloadActual   4: 33554432 op, 503702400.00 ns, 15.0115 ns/op
WorkloadActual   5: 33554432 op, 501911200.00 ns, 14.9581 ns/op
WorkloadActual   6: 33554432 op, 509330600.00 ns, 15.1792 ns/op
WorkloadActual   7: 33554432 op, 507665400.00 ns, 15.1296 ns/op
WorkloadActual   8: 33554432 op, 506269600.00 ns, 15.0880 ns/op
WorkloadActual   9: 33554432 op, 486872200.00 ns, 14.5099 ns/op
WorkloadActual  10: 33554432 op, 496616500.00 ns, 14.8003 ns/op
WorkloadActual  11: 33554432 op, 515664800.00 ns, 15.3680 ns/op
WorkloadActual  12: 33554432 op, 513766900.00 ns, 15.3114 ns/op
WorkloadActual  13: 33554432 op, 515621000.00 ns, 15.3667 ns/op
WorkloadActual  14: 33554432 op, 508427600.00 ns, 15.1523 ns/op
WorkloadActual  15: 33554432 op, 506411900.00 ns, 15.0923 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 454837300.00 ns, 13.5552 ns/op
WorkloadResult   2: 33554432 op, 462179300.00 ns, 13.7740 ns/op
WorkloadResult   3: 33554432 op, 457414900.00 ns, 13.6320 ns/op
WorkloadResult   4: 33554432 op, 455623700.00 ns, 13.5786 ns/op
WorkloadResult   5: 33554432 op, 463043100.00 ns, 13.7998 ns/op
WorkloadResult   6: 33554432 op, 461377900.00 ns, 13.7501 ns/op
WorkloadResult   7: 33554432 op, 459982100.00 ns, 13.7085 ns/op
WorkloadResult   8: 33554432 op, 440584700.00 ns, 13.1304 ns/op
WorkloadResult   9: 33554432 op, 450329000.00 ns, 13.4209 ns/op
WorkloadResult  10: 33554432 op, 469377300.00 ns, 13.9885 ns/op
WorkloadResult  11: 33554432 op, 467479400.00 ns, 13.9320 ns/op
WorkloadResult  12: 33554432 op, 469333500.00 ns, 13.9872 ns/op
WorkloadResult  13: 33554432 op, 462140100.00 ns, 13.7728 ns/op
WorkloadResult  14: 33554432 op, 460124400.00 ns, 13.7128 ns/op
// GC:  0 0 0 504 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 31960 has exited with code 0.

Mean = 13.696 ns, StdErr = 0.061 ns (0.45%), N = 14, StdDev = 0.230 ns
Min = 13.130 ns, Q1 = 13.592 ns, Median = 13.731 ns, Q3 = 13.793 ns, Max = 13.989 ns
IQR = 0.201 ns, LowerFence = 13.290 ns, UpperFence = 14.095 ns
ConfidenceInterval = [13.437 ns; 13.955 ns] (CI 99.9%), Margin = 0.259 ns (1.89% of Mean)
Skewness = -0.83, Kurtosis = 3.25, MValue = 2

// ** Remained 3 (37.5%) benchmark(s) to run. Estimated finish 2023-06-28 20:39 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchMarkDto.Max: .NET 7.0(Runtime=.NET 7.0) [Size=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 1acf099e-f6d3-4024-ba99-033977271465.dll --anonymousPipes 1352 1608 --benchmarkName "LinqPerformance.BenchMarkDto.Max(Size: 100)" --job ".NET 7.0" --benchmarkId 1 in D:\Lessons\DotNetDos\LinqPerformance\bin\Release\net6.0\1acf099e-f6d3-4024-ba99-033977271465\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.7 (7.0.723.27404), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: .NET 7.0

OverheadJitting  1: 1 op, 218000.00 ns, 218.0000 us/op
WorkloadJitting  1: 1 op, 1178900.00 ns, 1.1789 ms/op

OverheadJitting  2: 16 op, 353100.00 ns, 22.0688 us/op
WorkloadJitting  2: 16 op, 297900.00 ns, 18.6187 us/op

WorkloadPilot    1: 16 op, 9100.00 ns, 568.7500 ns/op
WorkloadPilot    2: 32 op, 16100.00 ns, 503.1250 ns/op
WorkloadPilot    3: 64 op, 30100.00 ns, 470.3125 ns/op
WorkloadPilot    4: 128 op, 61200.00 ns, 478.1250 ns/op
WorkloadPilot    5: 256 op, 119000.00 ns, 464.8438 ns/op
WorkloadPilot    6: 512 op, 230700.00 ns, 450.5859 ns/op
WorkloadPilot    7: 1024 op, 467400.00 ns, 456.4453 ns/op
WorkloadPilot    8: 2048 op, 932200.00 ns, 455.1758 ns/op
WorkloadPilot    9: 4096 op, 2024600.00 ns, 494.2871 ns/op
WorkloadPilot   10: 8192 op, 3868100.00 ns, 472.1802 ns/op
WorkloadPilot   11: 16384 op, 8054900.00 ns, 491.6321 ns/op
WorkloadPilot   12: 32768 op, 15387900.00 ns, 469.6014 ns/op
WorkloadPilot   13: 65536 op, 30719200.00 ns, 468.7378 ns/op
WorkloadPilot   14: 131072 op, 59693100.00 ns, 455.4222 ns/op
WorkloadPilot   15: 262144 op, 99173100.00 ns, 378.3154 ns/op
WorkloadPilot   16: 524288 op, 6680400.00 ns, 12.7419 ns/op
WorkloadPilot   17: 1048576 op, 12702900.00 ns, 12.1144 ns/op
WorkloadPilot   18: 2097152 op, 24871600.00 ns, 11.8597 ns/op
WorkloadPilot   19: 4194304 op, 55521200.00 ns, 13.2373 ns/op
WorkloadPilot   20: 8388608 op, 111894800.00 ns, 13.3389 ns/op
WorkloadPilot   21: 16777216 op, 226099300.00 ns, 13.4766 ns/op
WorkloadPilot   22: 33554432 op, 444642100.00 ns, 13.2514 ns/op
WorkloadPilot   23: 67108864 op, 823297700.00 ns, 12.2681 ns/op

OverheadWarmup   1: 67108864 op, 122073600.00 ns, 1.8190 ns/op
OverheadWarmup   2: 67108864 op, 121380000.00 ns, 1.8087 ns/op
OverheadWarmup   3: 67108864 op, 92765500.00 ns, 1.3823 ns/op
OverheadWarmup   4: 67108864 op, 92186600.00 ns, 1.3737 ns/op
OverheadWarmup   5: 67108864 op, 92763500.00 ns, 1.3823 ns/op
OverheadWarmup   6: 67108864 op, 85378700.00 ns, 1.2722 ns/op
OverheadWarmup   7: 67108864 op, 89742600.00 ns, 1.3373 ns/op
OverheadWarmup   8: 67108864 op, 92800600.00 ns, 1.3828 ns/op
OverheadWarmup   9: 67108864 op, 86147400.00 ns, 1.2837 ns/op

OverheadActual   1: 67108864 op, 87127700.00 ns, 1.2983 ns/op
OverheadActual   2: 67108864 op, 91550700.00 ns, 1.3642 ns/op
OverheadActual   3: 67108864 op, 91952900.00 ns, 1.3702 ns/op
OverheadActual   4: 67108864 op, 91823900.00 ns, 1.3683 ns/op
OverheadActual   5: 67108864 op, 91635700.00 ns, 1.3655 ns/op
OverheadActual   6: 67108864 op, 90020000.00 ns, 1.3414 ns/op
OverheadActual   7: 67108864 op, 91722600.00 ns, 1.3668 ns/op
OverheadActual   8: 67108864 op, 89156800.00 ns, 1.3285 ns/op
OverheadActual   9: 67108864 op, 121358700.00 ns, 1.8084 ns/op
OverheadActual  10: 67108864 op, 100220900.00 ns, 1.4934 ns/op
OverheadActual  11: 67108864 op, 93713200.00 ns, 1.3964 ns/op
OverheadActual  12: 67108864 op, 101055500.00 ns, 1.5058 ns/op
OverheadActual  13: 67108864 op, 103573200.00 ns, 1.5434 ns/op
OverheadActual  14: 67108864 op, 100664000.00 ns, 1.5000 ns/op
OverheadActual  15: 67108864 op, 93733300.00 ns, 1.3967 ns/op
OverheadActual  16: 67108864 op, 89114000.00 ns, 1.3279 ns/op
OverheadActual  17: 67108864 op, 90092800.00 ns, 1.3425 ns/op
OverheadActual  18: 67108864 op, 91681200.00 ns, 1.3662 ns/op
OverheadActual  19: 67108864 op, 92054600.00 ns, 1.3717 ns/op

WorkloadWarmup   1: 67108864 op, 907901800.00 ns, 13.5288 ns/op
WorkloadWarmup   2: 67108864 op, 883389400.00 ns, 13.1635 ns/op
WorkloadWarmup   3: 67108864 op, 864257100.00 ns, 12.8784 ns/op
WorkloadWarmup   4: 67108864 op, 870532800.00 ns, 12.9719 ns/op
WorkloadWarmup   5: 67108864 op, 893813900.00 ns, 13.3189 ns/op
WorkloadWarmup   6: 67108864 op, 876287500.00 ns, 13.0577 ns/op
WorkloadWarmup   7: 67108864 op, 893119100.00 ns, 13.3085 ns/op
WorkloadWarmup   8: 67108864 op, 865105200.00 ns, 12.8911 ns/op

// BeforeActualRun
WorkloadActual   1: 67108864 op, 865627100.00 ns, 12.8988 ns/op
WorkloadActual   2: 67108864 op, 880626400.00 ns, 13.1224 ns/op
WorkloadActual   3: 67108864 op, 879470500.00 ns, 13.1051 ns/op
WorkloadActual   4: 67108864 op, 867024300.00 ns, 12.9197 ns/op
WorkloadActual   5: 67108864 op, 865964000.00 ns, 12.9039 ns/op
WorkloadActual   6: 67108864 op, 919236100.00 ns, 13.6977 ns/op
WorkloadActual   7: 67108864 op, 894112000.00 ns, 13.3233 ns/op
WorkloadActual   8: 67108864 op, 885714500.00 ns, 13.1982 ns/op
WorkloadActual   9: 67108864 op, 903828100.00 ns, 13.4681 ns/op
WorkloadActual  10: 67108864 op, 889335400.00 ns, 13.2521 ns/op
WorkloadActual  11: 67108864 op, 860479100.00 ns, 12.8221 ns/op
WorkloadActual  12: 67108864 op, 870512000.00 ns, 12.9716 ns/op
WorkloadActual  13: 67108864 op, 849953300.00 ns, 12.6653 ns/op
WorkloadActual  14: 67108864 op, 861964500.00 ns, 12.8443 ns/op
WorkloadActual  15: 67108864 op, 874788600.00 ns, 13.0354 ns/op
WorkloadActual  16: 67108864 op, 860482500.00 ns, 12.8222 ns/op
WorkloadActual  17: 67108864 op, 884858700.00 ns, 13.1854 ns/op

// AfterActualRun
WorkloadResult   1: 67108864 op, 773803200.00 ns, 11.5306 ns/op
WorkloadResult   2: 67108864 op, 788802500.00 ns, 11.7541 ns/op
WorkloadResult   3: 67108864 op, 787646600.00 ns, 11.7368 ns/op
WorkloadResult   4: 67108864 op, 775200400.00 ns, 11.5514 ns/op
WorkloadResult   5: 67108864 op, 774140100.00 ns, 11.5356 ns/op
WorkloadResult   6: 67108864 op, 802288100.00 ns, 11.9550 ns/op
WorkloadResult   7: 67108864 op, 793890600.00 ns, 11.8299 ns/op
WorkloadResult   8: 67108864 op, 812004200.00 ns, 12.0998 ns/op
WorkloadResult   9: 67108864 op, 797511500.00 ns, 11.8838 ns/op
WorkloadResult  10: 67108864 op, 768655200.00 ns, 11.4539 ns/op
WorkloadResult  11: 67108864 op, 778688100.00 ns, 11.6034 ns/op
WorkloadResult  12: 67108864 op, 758129400.00 ns, 11.2970 ns/op
WorkloadResult  13: 67108864 op, 770140600.00 ns, 11.4760 ns/op
WorkloadResult  14: 67108864 op, 782964700.00 ns, 11.6671 ns/op
WorkloadResult  15: 67108864 op, 768658600.00 ns, 11.4539 ns/op
WorkloadResult  16: 67108864 op, 793034800.00 ns, 11.8171 ns/op
// GC:  0 0 0 504 67108864
// Threading:  0 0 67108864

// AfterAll
// Benchmark Process 3052 has exited with code 0.

Mean = 11.665 ns, StdErr = 0.054 ns (0.46%), N = 16, StdDev = 0.215 ns
Min = 11.297 ns, Q1 = 11.517 ns, Median = 11.635 ns, Q3 = 11.820 ns, Max = 12.100 ns
IQR = 0.303 ns, LowerFence = 11.062 ns, UpperFence = 12.275 ns
ConfidenceInterval = [11.446 ns; 11.885 ns] (CI 99.9%), Margin = 0.219 ns (1.88% of Mean)
Skewness = 0.27, Kurtosis = 2.05, MValue = 2

// ** Remained 2 (25.0%) benchmark(s) to run. Estimated finish 2023-06-28 20:39 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchMarkDto.Average: .NET 7.0(Runtime=.NET 7.0) [Size=100]
// *** Execute ***
// Launch: 1 / 1
